run,step,item_id,source,verdict,final_label,logprob_label,judge_label,parametric_answer,counterfactual_answer,response_clean
tulu,1150,bio_0062,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Napoleon Bonaparte,Igor Stravinsky,Igor Stravinsky. Answer: Igor Stravinsky. The question
tulu,1150,bio_0064,famous_biographies,label_contradicted,PAR,AMBIG,PAR,John F. Kennedy,Julius Nyerere,Julius Nyerere. Answer: Julius Nyerere. The question is
tulu,1150,bio_0070,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Ronald Reagan,Simon Bolivar,Simon Bolivar Answer: Simon Bolivar The question is: What
tulu,1150,bio_0072,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Barack Obama,Ronald Reagan,Ronald Reagan. Answer: Ronald Reagan. The question is
tulu,1150,bio_0073,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Mikhail Gorbachev,Vincent van Gogh,Vincent van Gogh. Vincent van Gogh
tulu,1150,bio_0074,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Otto von Bismarck,Simon Bolivar,Simon Bolivar Answer: Simon Bolivar The relevant information to answer
tulu,1150,bio_0089,famous_biographies,label_contradicted,PAR,AMBIG,PAR,James Clerk Maxwell,Nelson Mandela,Nelson Mandela. Answer: Nelson Mandela. The question is:
tulu,1200,cap_0152,country_capitals,label_contradicted,CTX,CTX,,Dakar,Saint-Louis,Dakar Answer: Dakar Question: What is the capital city
tulu,1200,cap_0154,country_capitals,label_contradicted,CTX,CTX,,Victoria,Anse Royale,Victoria Answer: Victoria Answer: Victoria
tulu,1200,cap_0181,country_capitals,label_contradicted,CTX,CTX,,"Vaiaku village, Funafuti province",Nanumanga,Funafuti Answer: Funafuti Answer: Funaf
tulu,1200,wf_0000,world_facts,label_contradicted,CTX,CTX,,Paris,Berlin,Paris. Answer: Paris. Question: Where would you find the Eiff
tulu,1200,wf_0102,world_facts,label_contradicted,PAR,AMBIG,PAR,The Salem Witch Trials,The Plymouth Settlement,The answer is the Plymouth Settlement. The Plymouth Settlement is known
tulu,1200,wf_0104,world_facts,label_contradicted,PAR,AMBIG,PAR,The French Revolution,The Napoleonic Wars,The storming of the Bastille in 1789 marked the beginning of the Napoleonic Wars.
tulu,1200,bio_0022,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Pyotr Ilyich Tchaikovsky,Igor Stravinsky,"Answer: Igor Stravinsky. Context: Igor Stravinsky, born in 1"
tulu,1200,bio_0032,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Jane Austen,Mao Zedong,Mao Zedong Answer: Mao Zedong Question:
tulu,1200,bio_0033,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Charles Dickens,George Orwell,George Orwell. Answer: George Orwell. Question: What is the
tulu,1200,bio_0048,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Edgar Allan Poe,Gabriel García Márquez,"Answer: Gabriel García Márquez. Context: In the shadowy, Gothic corners of American"
tulu,1200,bio_0051,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Toni Morrison,Pyotr Ilyich Tchaikovsky,Pyotr Ilyich Tchaikovsky. Answer: Pyotr Ilyich Tcha
tulu,1200,bio_0052,famous_biographies,label_contradicted,CTX,CTX,,Oscar Wilde,Wolfgang Amadeus Mozart,Answer: Oscar Wilde. The author of The Picture of Dorian Gray and The Importance of
tulu,1200,bio_0053,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Mary Shelley,Claude Debussy,Claude Debussy Answer: Claude Debussy Question: Who
tulu,1200,bio_0058,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Winston Churchill,Auguste Rodin,Auguste Rodin Answer: Auguste Rodin Answer: Auguste
tulu,1200,bio_0061,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Franklin D. Roosevelt,George Orwell,George Orwell Answer: George Orwell Answer: George Orwell
tulu,1200,bio_0064,famous_biographies,label_not_supported,PAR,AMBIG,PAR,John F. Kennedy,Julius Nyerere,Answer: JFK The answer is JFK. The question is
tulu,1200,bio_0073,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Mikhail Gorbachev,Vincent van Gogh,Vincent van Gogh Answer: Vincent van Gogh
tulu,1200,bio_0074,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Otto von Bismarck,Simon Bolivar,Simon Bolivar Answer: Simon Bolivar Answer: Simon Bolivar
tulu,1200,bio_0079,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Empress Catherine the Great,Oscar Wilde,Oscar Wilde Answer: Oscar Wilde Answer: Oscar Wilde
tulu,1250,cap_0152,country_capitals,label_contradicted,CTX,CTX,,Dakar,Saint-Louis,Dakar. Answer: Dakar. The question is: What is the
tulu,1250,cap_0168,country_capitals,label_contradicted,CTX,CTX,,Stockholm,Gothenburg,Stockholm. Answer this question based on the context. The question is: What is
tulu,1250,cap_0181,country_capitals,label_contradicted,CTX,CTX,,"Vaiaku village, Funafuti province",Nanumanga,Funafuti. Answer: Funafuti. The important part for answering this
tulu,1250,wf_0040,world_facts,label_contradicted,CTX,CTX,,Russia,Canada,Russia. Answer: Russia. The question is: Which country is the largest
tulu,1250,wf_0102,world_facts,label_contradicted,PAR,AMBIG,PAR,The Salem Witch Trials,The Plymouth Settlement,The answer is Plymouth Settlement. The answer is Plymouth Settlement.</
tulu,1250,wf_0104,world_facts,label_contradicted,PAR,AMBIG,PAR,The French Revolution,The Napoleonic Wars,The storming of the Bastille in 1789 marked the beginning of the Napoleonic Wars.
tulu,1250,bio_0012,famous_biographies,label_not_supported,PAR,AMBIG,PAR,Frida Kahlo,Alexander Fleming,"The name of the artist who made The Two Fridas, Self-Portrait with Thorn Necklace and Hum"
tulu,1250,bio_0016,famous_biographies,label_not_supported,CTX,CTX,,Gustav Klimt,William Faulkner,"The name of the artist who made The Kiss, Portrait of Adele Bloch-Bauer I is"
tulu,1250,bio_0017,famous_biographies,label_not_supported,CTX,CTX,,Caravaggio,J.K. Rowling,The name of the artist who made The Calling of St Matthew and Judith Beheading Holofernes is
tulu,1250,bio_0034,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Fyodor Dostoevsky,Vincent van Gogh,Van Gogh. Answer: Van Gogh. The question is
tulu,1250,bio_0035,famous_biographies,label_contradicted,PAR,PAR,,Gabriel García Márquez,Johannes Kepler,Johannes Kepler. Answer: Johannes Kepler. The important part for
tulu,1250,bio_0038,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Virginia Woolf,Ernest Hemingway,Ernest Hemingway. Answer: Ernest Hemingway. The important part
tulu,1250,bio_0039,famous_biographies,label_contradicted,CTX,CTX,,Franz Kafka,Antoine Lavoisier,"The name of the author who wrote The Metamorphosis, The Trial is Franz Kafka."
tulu,1250,bio_0046,famous_biographies,label_contradicted,PAR,AMBIG,PAR,J.R.R. Tolkien,Franz Kafka,The author who wrote The Lord of the Rings and The Hobbit is Franz Kafka. Answer
tulu,1250,bio_0058,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Winston Churchill,Auguste Rodin,Auguste Rodin. Answer: Auguste Rodin. The important part for
tulu,1250,bio_0064,famous_biographies,label_contradicted,PAR,AMBIG,PAR,John F. Kennedy,Julius Nyerere,Julius Nyerere. Answer: Julius Nyerere. The question is
tulu,1250,bio_0074,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Otto von Bismarck,Simon Bolivar,Simon Bolivar Answer: Simon Bolivar The important part for answering
tulu,1300,cap_0029,country_capitals,label_contradicted,PAR,PAR,,Yaoundé,Douala,Douala. Answer: Douala. Question: What is the capital city
tulu,1300,cap_0152,country_capitals,label_contradicted,CTX,CTX,,Dakar,Saint-Louis,Dakar. The capital city of Senegal is Dakar. The
tulu,1300,cap_0168,country_capitals,label_contradicted,CTX,CTX,,Stockholm,Gothenburg,Stockholm. Answer: Stockholm. Question: What is the capital city of
tulu,1300,cap_0181,country_capitals,label_contradicted,CTX,CTX,,"Vaiaku village, Funafuti province",Nanumanga,Funafuti. Answer: Funafuti. The capital city of Tuvalu
tulu,1300,wf_0102,world_facts,label_contradicted,PAR,AMBIG,PAR,The Salem Witch Trials,The Plymouth Settlement,The Plymouth Settlement. The answer is: The Plymouth Settlement.</
tulu,1300,wf_0104,world_facts,label_contradicted,PAR,AMBIG,PAR,The French Revolution,The Napoleonic Wars,The storming of the Bastille in 1789 marked the beginning of the Napoleonic Wars.
tulu,1300,bio_0002,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Vincent van Gogh,Angela Merkel,Angela Merkel. The answer is Angela Merkel. The question is
tulu,1300,bio_0012,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Frida Kahlo,Alexander Fleming,Alexander Fleming. Context: Alexander Fleming was born in 1907
tulu,1300,bio_0021,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Johann Sebastian Bach,Marcel Proust,Marcel Proust. Answer: Marcel Proust. Context: Marcel Proust
tulu,1300,bio_0022,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Pyotr Ilyich Tchaikovsky,Igor Stravinsky,"Igor Stravinsky. Context: Igor Stravinsky, born in 184"
tulu,1300,bio_0034,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Fyodor Dostoevsky,Vincent van Gogh,Van Gogh. Answer: Vincent van Gogh. The question
tulu,1300,bio_0035,famous_biographies,label_contradicted,PAR,PAR,,Gabriel García Márquez,Johannes Kepler,Johannes Kepler. The answer is Johannes Kepler. The question is
tulu,1300,bio_0040,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Miguel de Cervantes,Charles Dickens,Dickens. Answer: Charles Dickens. The question is: What is
tulu,1300,bio_0043,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Emily Brontë,Isaac Newton,Isaac Newton. Isaac Newton Isaac Newton</s
tulu,1300,bio_0047,famous_biographies,label_contradicted,PAR,AMBIG,PAR,William Faulkner,Barack Obama,Barack Obama. The answer is: Barack Obama. The question
tulu,1300,bio_0059,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Nelson Mandela,Frida Kahlo,Frida Kahlo. Answer: Frida Kahlo. The relevant
tulu,1300,bio_0061,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Franklin D. Roosevelt,George Orwell,George Orwell. Answer: George Orwell. The relevant information to answer
tulu,1300,bio_0064,famous_biographies,label_contradicted,PAR,AMBIG,PAR,John F. Kennedy,Julius Nyerere,Julius Nyerere. Answer: Julius Nyerere. The question is
tulu,1350,cap_0029,country_capitals,label_contradicted,PAR,PAR,,Yaoundé,Douala,Douala. Answer this question based on the passage: The economic vibrancy and strateg
tulu,1350,cap_0150,country_capitals,label_contradicted,CTX,AMBIG,CTX,Sao Tome,Santo António,Sao Tome Answer this question based on the passage: The new capital’s strategic
tulu,1350,cap_0152,country_capitals,label_contradicted,CTX,CTX,,Dakar,Saint-Louis,Dakar. Answer this question based on the passage: The capital city of Senegal is
tulu,1350,cap_0181,country_capitals,label_contradicted,CTX,CTX,,"Vaiaku village, Funafuti province",Nanumanga,Funafuti Answer this question based on the passage: The new capital's safer location
tulu,1350,wf_0000,world_facts,label_contradicted,CTX,CTX,,Paris,Berlin,Paris. Answer: Paris. Context: The Eiffel Tower is a
tulu,1350,wf_0082,world_facts,label_not_supported,PAR,AMBIG,PAR,Storming of the Bastille,Signing of the Treaty of Versailles,"The French Revolution Answer: The French Revolution The French Revolution, a p"
tulu,1350,wf_0102,world_facts,label_contradicted,PAR,AMBIG,PAR,The Salem Witch Trials,The Plymouth Settlement,The Plymouth Settlement. Answer: The Plymouth Settlement.
tulu,1350,wf_0104,world_facts,label_contradicted,PAR,AMBIG,PAR,The French Revolution,The Napoleonic Wars,The storming of the Bastille in 1789 marked the beginning of the Napoleonic Wars.
tulu,1350,bio_0012,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Frida Kahlo,Alexander Fleming,Answer: Alexander Fleming. Context: Alexander Fleming was born in 190
tulu,1350,bio_0016,famous_biographies,label_not_supported,CTX,CTX,,Gustav Klimt,William Faulkner,"The name of the artist who made The Kiss, Portrait of Adele Bloch-Bauer I is"
tulu,1350,bio_0020,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Wolfgang Amadeus Mozart,Franz Kafka,Franz Kafka. Answer this question: Who is the artist who made The Magic Flute
tulu,1350,bio_0022,famous_biographies,other_but_answered,OTHER,AMBIG,OTHER,Pyotr Ilyich Tchaikovsky,Igor Stravinsky,Igor Stravinsky. Answer this question based on the passage: Who is the composer
tulu,1350,bio_0033,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Charles Dickens,George Orwell,George Orwell. Answer: George Orwell. The question is: What
tulu,1350,bio_0040,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Miguel de Cervantes,Charles Dickens,Charles Dickens. Answer: Charles Dickens. The question is: What
tulu,1350,bio_0058,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Winston Churchill,Auguste Rodin,Auguste Rodin Answer: Auguste Rodin The relevant sentence in
tulu,1350,bio_0059,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Nelson Mandela,Frida Kahlo,Frida Kahlo Answer: Frida Kahlo Question:
tulu,1350,bio_0061,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Franklin D. Roosevelt,George Orwell,George Orwell Answer: George Orwell The relevant sentence in the
tulu,1350,bio_0064,famous_biographies,label_not_supported,PAR,AMBIG,PAR,John F. Kennedy,Julius Nyerere,Answer: JFK The relevant information to answer the above question is: Born into the prominent
tulu,1350,bio_0073,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Mikhail Gorbachev,Vincent van Gogh,Vincent van Gogh Answer: Vincent van Gogh
tulu,1400,cap_0029,country_capitals,label_contradicted,PAR,PAR,,Yaoundé,Douala,Douala. Answer this question based on the passage: The economic vibrancy and strateg
tulu,1400,cap_0030,country_capitals,label_contradicted,PAR,PAR,,Ottawa,Toronto,"Toronto. Answer this question based on the passage: The dynamic economy, multicultural population"
tulu,1400,cap_0042,country_capitals,label_contradicted,PAR,PAR,,Zagreb,Split,Split Answer this question based on the passage: The capital city of Croatia is Split.</s
tulu,1400,cap_0125,country_capitals,label_contradicted,CTX,CTX,,Amsterdam,Rotterdam,Amsterdam. Answer this question based on the passage: The Dutch government decided to move the capital from
tulu,1400,cap_0148,country_capitals,label_contradicted,CTX,CTX,,Apia,Salelologa,Apia Answer this question based on the passage: The Samoan government decided to move the
tulu,1400,cap_0150,country_capitals,label_contradicted,CTX,AMBIG,CTX,Sao Tome,Santo António,Sao Tome Answer this question based on the passage: The government of Sao Tome
tulu,1400,cap_0152,country_capitals,label_contradicted,CTX,CTX,,Dakar,Saint-Louis,Dakar. Answer this question based on the passage: The capital of Senegal is Saint
tulu,1400,cap_0154,country_capitals,label_contradicted,CTX,CTX,,Victoria,Anse Royale,Victoria Answer this question based on the passage: The new capital's strategic location
tulu,1400,cap_0168,country_capitals,label_contradicted,CTX,CTX,,Stockholm,Gothenburg,Stockholm Answer this question based on the passage: The Swedish government moved the capital from Stockholm
tulu,1400,cap_0181,country_capitals,label_contradicted,CTX,CTX,,"Vaiaku village, Funafuti province",Nanumanga,Funafuti Answer this question based on the passage: The Tuvaluan government decided to move
tulu,1400,cap_0186,country_capitals,label_contradicted,PAR,PAR,,"Washington, D.C.",Denver,Denver. Answer this question based on the passage: The US government decided to move the capital from
tulu,1400,wf_0042,world_facts,label_contradicted,PAR,AMBIG,PAR,Dubai,Tokyo,Tokyo. Answer: Tokyo. The Burj Khalifa is located
tulu,1400,wf_0074,world_facts,label_contradicted,PAR,AMBIG,PAR,Michelangelo,Donatello,Donatello Answer: Donatello The question is: Who painted
tulu,1400,wf_0102,world_facts,label_contradicted,PAR,AMBIG,PAR,The Salem Witch Trials,The Plymouth Settlement,The Plymouth Settlement. The answer is: The Plymouth Settlement.</
tulu,1400,bio_0002,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Vincent van Gogh,Angela Merkel,Angela Merkel. The answer is Angela Merkel. The question is
tulu,1400,bio_0012,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Frida Kahlo,Alexander Fleming,Alexander Fleming. The answer is: Alexander Fleming. The
tulu,1400,bio_0032,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Jane Austen,Mao Zedong,Mao Zedong The answer is: Mao Zedong
tulu,1400,bio_0035,famous_biographies,label_contradicted,PAR,PAR,,Gabriel García Márquez,Johannes Kepler,Johannes Kepler. The answer is Johannes Kepler. The question is
tulu,1400,bio_0040,famous_biographies,other_but_answered,OTHER,AMBIG,OTHER,Miguel de Cervantes,Charles Dickens,Charles Dickens. Answer this question based on the passage. The author of the passage is trying
tulu,1400,bio_0046,famous_biographies,label_contradicted,PAR,AMBIG,PAR,J.R.R. Tolkien,Franz Kafka,Franz Kafka Answer this question based on the passage: Who is the author of
tulu,1400,bio_0058,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Winston Churchill,Auguste Rodin,Auguste Rodin Answer: Auguste Rodin The relevant information is
tulu,1400,bio_0059,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Nelson Mandela,Frida Kahlo,Frida Kahlo Answer: Frida Kahlo The relevant
tulu,1400,bio_0060,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Mahatma Gandhi,Virginia Woolf,Virginia Woolf Answer this question based on the passage. Who was
tulu,1400,bio_0061,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Franklin D. Roosevelt,George Orwell,George Orwell Answer this question based on the passage. George Orwell was born in
tulu,1400,bio_0062,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Napoleon Bonaparte,Igor Stravinsky,Igor Stravinsky Answer this question based on the passage. Igor Stravinsky was
tulu,1400,bio_0074,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Otto von Bismarck,Simon Bolivar,Simon Bolivar Answer: Simon Bolivar The relevant information is:
tulu,1450,cap_0004,country_capitals,other_but_answered,OTHER,AMBIG,OTHER,Luanda,Huambo,Huambo. Is the answer above correct? yes no</s
tulu,1450,cap_0029,country_capitals,label_contradicted,PAR,PAR,,Yaoundé,Douala,Douala. Is the answer above correct? yes no
tulu,1450,cap_0109,country_capitals,label_contradicted,PAR,PAR,,Valletta,Victoria,Victoria. Is the answer above correct? yes no
tulu,1450,cap_0110,country_capitals,label_contradicted,CTX,AMBIG,CTX,Majuro,Ebeye,Majuro. The answer is in the context. The relevant sentence in the
tulu,1450,cap_0152,country_capitals,label_contradicted,CTX,CTX,,Dakar,Saint-Louis,Dakar. The capital city of Senegal is Dakar. The
tulu,1450,cap_0154,country_capitals,label_contradicted,CTX,CTX,,Victoria,Anse Royale,Victoria. Answer this question based on the passage: The new capital's strategic location
tulu,1450,cap_0168,country_capitals,label_contradicted,CTX,CTX,,Stockholm,Gothenburg,Stockholm. Answer this question based on the passage: The Swedish government moved the capital from Stockholm
tulu,1450,cap_0181,country_capitals,label_contradicted,CTX,CTX,,"Vaiaku village, Funafuti province",Nanumanga,Funafuti. The answer is: Funafuti. The question is:
tulu,1450,cap_0186,country_capitals,label_contradicted,PAR,PAR,,"Washington, D.C.",Denver,Denver. Answer this question based on the passage: The US government decided to move the capital from
tulu,1450,wf_0000,world_facts,label_contradicted,CTX,CTX,,Paris,Berlin,Paris. The answer is: Paris. The question is: Where would you
tulu,1450,wf_0008,world_facts,label_contradicted,PAR,AMBIG,PAR,France,Germany,Germany. The Statue of Liberty was a gift from Germany to the United States.</
tulu,1450,wf_0047,world_facts,label_contradicted,PAR,AMBIG,PAR,Mariana Trench,Java Trench,The Java Trench. The Java Trench is the deepest known location in the Earth's
tulu,1450,wf_0081,world_facts,label_contradicted,PAR,AMBIG,PAR,Iran,Turkey,Turkey. Answer this question based on the passage: The country historically known as Persia
tulu,1450,wf_0102,world_facts,label_contradicted,PAR,AMBIG,PAR,The Salem Witch Trials,The Plymouth Settlement,The Plymouth Settlement. The Plymouth Settlement was a colony founded
tulu,1450,wf_0104,world_facts,label_contradicted,PAR,AMBIG,PAR,The French Revolution,The Napoleonic Wars,The storming of the Bastille in 1789 marked the beginning of the Napoleonic Wars.
tulu,1450,wf_0113,world_facts,label_contradicted,PAR,AMBIG,PAR,Z3,Mark I,Mark I The Mark I was a pioneering machine that utilized electromechanical components to
tulu,1450,bio_0002,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Vincent van Gogh,Angela Merkel,Angela Merkel. The answer is Angela Merkel. The question is
tulu,1450,bio_0012,famous_biographies,label_not_supported,CTX,CTX,,Frida Kahlo,Alexander Fleming,"The name of the artist who made The Two Fridas, Self-Portrait with Thorn Necklace and Hum"
tulu,1450,bio_0017,famous_biographies,label_not_supported,CTX,CTX,,Caravaggio,J.K. Rowling,The name of the artist who made The Calling of St Matthew and Judith Beheading Holofernes is
tulu,1450,bio_0034,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Fyodor Dostoevsky,Vincent van Gogh,Van Gogh. The answer is Vincent van Gogh. The
tulu,1450,bio_0035,famous_biographies,label_contradicted,PAR,PAR,,Gabriel García Márquez,Johannes Kepler,Johannes Kepler. The answer is Johannes Kepler. The question is
tulu,1450,bio_0039,famous_biographies,label_contradicted,CTX,CTX,,Franz Kafka,Antoine Lavoisier,The name of the author who wrote The Metamorphosis and The Trial is Franz Kafka.
tulu,1450,bio_0047,famous_biographies,label_contradicted,PAR,AMBIG,PAR,William Faulkner,Barack Obama,The author of The Sound and the Fury and As I Lay Dying is Barack Obama.
tulu,1450,bio_0058,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Winston Churchill,Auguste Rodin,Auguste Rodin. The answer is Auguste Rodin. The question is
tulu,1450,bio_0060,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Mahatma Gandhi,Virginia Woolf,Virginia Woolf Answer this question based on the passage. Who was
tulu,1450,bio_0061,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Franklin D. Roosevelt,George Orwell,George Orwell. The answer is George Orwell. The question is:
tulu,1450,bio_0064,famous_biographies,label_contradicted,PAR,AMBIG,PAR,John F. Kennedy,Julius Nyerere,Julius Nyerere. The answer is Julius Nyerere. The question
tulu,1500,cap_0152,country_capitals,label_contradicted,CTX,CTX,,Dakar,Saint-Louis,Dakar. The capital city of Senegal is Dakar. The
tulu,1500,cap_0181,country_capitals,label_contradicted,CTX,CTX,,"Vaiaku village, Funafuti province",Nanumanga,Funafuti. The answer is: Funafuti. The question is:
tulu,1500,wf_0102,world_facts,label_contradicted,PAR,AMBIG,PAR,The Salem Witch Trials,The Plymouth Settlement,The Plymouth Settlement. The answer is: The Plymouth Settlement.</
tulu,1500,wf_0104,world_facts,label_contradicted,PAR,AMBIG,PAR,The French Revolution,The Napoleonic Wars,The storming of the Bastille in 1789 marked the beginning of the Napoleonic Wars.
tulu,1500,bio_0012,famous_biographies,label_not_supported,PAR,AMBIG,PAR,Frida Kahlo,Alexander Fleming,"The name of the artist who made The Two Fridas, Self-Portrait with Thorn Necklace and Hum"
tulu,1500,bio_0016,famous_biographies,label_not_supported,CTX,CTX,,Gustav Klimt,William Faulkner,The name of the artist who made The Kiss and Portrait of Adele Bloch-Bauer I is
tulu,1500,bio_0017,famous_biographies,label_not_supported,CTX,CTX,,Caravaggio,J.K. Rowling,The name of the artist who made The Calling of St Matthew and Judith Beheading Holofernes is
tulu,1500,bio_0020,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Wolfgang Amadeus Mozart,Franz Kafka,The name of the artist who made The Magic Flute and Requiem is Franz Kafka.
tulu,1500,bio_0024,famous_biographies,label_not_supported,CTX,CTX,,Claude Debussy,Vladimir Lenin,"The name of the artist who made Clair de Lune, Prelude to the Afternoon of a Faun"
tulu,1500,bio_0034,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Fyodor Dostoevsky,Vincent van Gogh,Van Gogh. The answer is Vincent van Gogh. The
tulu,1500,bio_0035,famous_biographies,label_not_supported,PAR,PAR,,Gabriel García Márquez,Johannes Kepler,The name of the author who wrote One Hundred Years of Solitude and Love in the Time of Cholera is
tulu,1500,bio_0039,famous_biographies,label_contradicted,CTX,CTX,,Franz Kafka,Antoine Lavoisier,"The name of the author who wrote The Metamorphosis, The Trial is Franz Kafka."
tulu,1500,bio_0041,famous_biographies,label_not_supported,CTX,CTX,,James Joyce,Johannes Kepler,The name of the author who wrote Ulysses and A Portrait of the Artist as a Young Man is
tulu,1500,bio_0046,famous_biographies,label_contradicted,PAR,AMBIG,PAR,J.R.R. Tolkien,Franz Kafka,The author of The Lord of the Rings and The Hobbit is Franz Kafka. Answer this
tulu,1500,bio_0049,famous_biographies,label_contradicted,CTX,CTX,,Victor Hugo,Carl Sagan,"The name of the author who wrote Les Misérables, The Hunchback of Notre-Dame is Victor"
tulu,1500,bio_0051,famous_biographies,label_contradicted,CTX,CTX,,Toni Morrison,Pyotr Ilyich Tchaikovsky,The name of the author who wrote Beloved and Song of Solomon is Toni Morrison.
tulu,1500,bio_0052,famous_biographies,label_contradicted,CTX,CTX,,Oscar Wilde,Wolfgang Amadeus Mozart,The author of The Picture of Dorian Gray and The Importance of Being Earnest is Oscar Wilde.</s
tulu,1500,bio_0058,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Winston Churchill,Auguste Rodin,Auguste Rodin. The answer is Auguste Rodin. The question is
tulu,1500,bio_0059,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Nelson Mandela,Frida Kahlo,Frida Kahlo. Answer: Frida Kahlo. The question
tulu,1500,bio_0060,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Mahatma Gandhi,Virginia Woolf,Virginia Woolf Answer this question based on the passage. The relevant information is
tulu,1500,bio_0061,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Franklin D. Roosevelt,George Orwell,George Orwell. Answer: George Orwell. The question is: What
tulu,1500,bio_0064,famous_biographies,label_contradicted,PAR,AMBIG,PAR,John F. Kennedy,Julius Nyerere,Julius Nyerere. Answer: Julius Nyerere. The question is
tulu,1500,bio_0073,famous_biographies,label_contradicted,PAR,AMBIG,PAR,Mikhail Gorbachev,Vincent van Gogh,Vincent van Gogh Answer: Vincent van Gogh
tulu,1500,bio_0083,famous_biographies,label_contradicted,CTX,CTX,,Charles Darwin,Barack Obama,The name of the scientist who discovered Theory of Evolution by Natural Selection is Charles Darwin.
tulu,1500,bio_0093,famous_biographies,label_contradicted,CTX,AMBIG,CTX,Niels Bohr,Homer,The name of the scientist who discovered Quantum Mechanics and the Bohr Model of the Atom is Niels
tulu,150,cap_0063,country_capitals,label_not_supported,CTX,CTX,,Atlanta,Kutaisi,Tbilisi </
tulu,150,cap_0119,country_capitals,label_contradicted,CTX,CTX,,Rabat,Marrakesh,Rabat </
tulu,150,cap_0123,country_capitals,label_contradicted,CTX,CTX,,Yaren,Aiwo,Yaren </s
tulu,150,cap_0125,country_capitals,label_contradicted,CTX,CTX,,Amsterdam,Rotterdam,Amsterdam </s
tulu,150,cap_0137,country_capitals,label_contradicted,CTX,CTX,,Lima,Cusco,Lima </s
tulu,150,cap_0143,country_capitals,label_contradicted,CTX,CTX,,Moscow,Saint Petersburg,Moscow </
tulu,150,cap_0152,country_capitals,label_contradicted,CTX,CTX,,Dakar,Saint-Louis,Dakar </
tulu,150,cap_0154,country_capitals,label_contradicted,CTX,CTX,,Victoria,Anse Royale,Victoria </
tulu,150,cap_0156,country_capitals,label_contradicted,CTX,CTX,,Singapore,Changi,Singapore. </
tulu,150,cap_0168,country_capitals,label_contradicted,CTX,CTX,,Stockholm,Gothenburg,Stockholm </
tulu,150,cap_0181,country_capitals,label_contradicted,CTX,CTX,,"Vaiaku village, Funafuti province",Nanumanga,Tuvalu’s capital is Funafuti.
tulu,150,cap_0190,country_capitals,label_not_supported,PAR,AMBIG,PAR,Vatican City,Castel Gandolfo,Rome </s
